nname,name_raw,inst_id,inst_name,inst_country,n_obs,n_sys
university winnipeg,University of Winnipeg,U06816,University of Winnipeg,Canada,2,2
university wirtschaft recht berlin,Hochschule fur Wirtschaft und Recht Berlin,U02025,Hochschule fur Wirtschaft und Recht Berlin,,1,1
university wisconsin,University of Wisconsin,U06828,University of Wisconsin-Milwaukee,United States,1,1
university wisconsin crosse,University of Wisconsin la Crosse,U06826,University of Wisconsin la Crosse,,1,1
university wisconsin eau claire,University of Wisconsin Eau Claire,U06817,University of Wisconsin Eau Claire,,1,1
university wisconsin green bay,University of Wisconsin Green Bay,U06818,University of Wisconsin Green Bay,,1,1
university wisconsin madison,University of Wisconsin-Madison,U06827,University of Wisconsin-Madison,United States,101,9
university wisconsin madison uw madison,University of Wisconsin-Madison (UW-Madison),U06827,University of Wisconsin-Madison,United States,5,1
university wisconsin milwaukee,University of Wisconsin-Milwaukee,U06828,University of Wisconsin-Milwaukee,United States,33,8
university wisconsin oshkosh,University of Wisconsin Oshkosh,U06819,University of Wisconsin Oshkosh,,1,1
university wisconsin parkside,University of Wisconsin Parkside,U06820,University of Wisconsin Parkside,,1,1
university wisconsin river falls,University of Wisconsin River Falls,U06821,University of Wisconsin River Falls,,1,1
university wisconsin stevens point,University of Wisconsin Stevens Point,U06822,University of Wisconsin Stevens Point,,1,1
university wisconsin stout,University of Wisconsin Stout,U06823,University of Wisconsin Stout,,1,1
university wisconsin system,University of Wisconsin System,U06824,University of Wisconsin System,United States,4,1
university wisconsin whitewater,University of Wisconsin Whitewater,U06825,University of Wisconsin Whitewater,,1,1
university witten herdecke,Universität Witten Herdecke,U07299,Witten/Herdecke University,Germany,1,1
university witwatersrand,University of the Witwatersrand,U06886,University of the Witwatersrand,South Africa,60,7
university witwatersrand johannesburg wits university,"University of the Witwatersrand, Johannesburg (Wits University)",U06886,University of the Witwatersrand,South Africa,1,1
university wollongong,University of Wollongong,U06829,University of Wollongong,Australia,58,8
university wollongong dubai,University of Wollongong in Dubai,U06830,University of Wollongong in Dubai,,1,1
university wolverhampton,University of Wolverhampton,U06831,University of Wolverhampton,United Kingdom,17,5
university worcester,University of Worcester,U06832,University of Worcester,United Kingdom,3,2
university worms,Hochschule Worms,U02023,Hochschule Worms,,1,1
university wroclaw,University of Wroclaw,U06833,University of Wroclaw,Poland,33,6
university wroclaw university wroclawski,University of Wroclaw / Uniwersytet Wrocławski,U06834,University of Wroclaw / Uniwersytet Wrocławski,,1,1
university wroclaw uwr,University of Wrocław (UWr),U06833,University of Wroclaw,Poland,1,1
university wuerzburg,University of Wuerzburg,U06837,University of Würzburg,Germany,20,1
university wuppertal,University of Wuppertal,U06835,University of Wuppertal,Germany,16,5
university wurzburg,University of Würzburg,U06837,University of Würzburg,Germany,25,6
university wyoming,University of Wyoming,U06836,University of Wyoming,United States,50,8
university yamanashi,University of Yamanashi,U06838,University of Yamanashi,Japan,22,7
university yaounde i,University of Yaoundé I,U06839,University of Yaoundé I,Cameroon,5,4
university yazd,University of Yazd,U07396,Yazd University,Iran,2,2
university york,University of York,U06840,University of York,United Kingdom,63,8
university zabol,University of Zabol,U06841,University of Zabol,,1,1
university zadar,University of Zadar,U06842,University of Zadar,,1,1
university zagreb,University of Zagreb,U06843,University of Zagreb,Croatia,46,9
university zakho,University of Zakho,U06844,University of Zakho,,1,1
university zambia,University of Zambia,U06845,University of Zambia,Zambia,8,4
university zanjan,University of Zanjan,U06846,University of Zanjan,Iran,13,5
university zaragoza,University of Zaragoza,U06847,University of Zaragoza,Spain,55,7
university zaragoza unizar,University of Zaragoza (Unizar),U06847,University of Zaragoza,Spain,1,1
university zielona gora,University of Zielona Góra,U06848,University of Zielona Góra,Poland,3,2
university zielona gora university zielonogorski,University of Zielona Góra / Uniwersytet Zielonogórski,U06849,University of Zielona Góra / Uniwersytet Zielonogórski,,1,1
university zilina,University of Žilina,U06889,University of Žilina,Slovakia,12,2
university zilina zilinska univerzita v ziline,University of Žilina / Žilinská univerzita v Žiline,U06890,University of Žilina / Žilinská univerzita v Žiline,,1,1
university zimbabwe,University of Zimbabwe,U06850,University of Zimbabwe,Zimbabwe,8,4
university zulia,Universidad del Zulia,U05633,Universidad del Zulia,Venezuela,5,2
university zululand,University of Zululand,U06851,University of Zululand,,1,1
university zurich,University of Zurich,U06852,University of Zurich,Switzerland,113,12
upes,UPES,U05328,UPES,India,7,2
uppsala university,Uppsala University,U07078,Uppsala University,Sweden,99,9
uppsala university uppsala university,Uppsala University / Uppsala Universitet,U07078,Uppsala University,Sweden,1,1
ural federal university,Ural Federal University,U07079,Ural Federal University,Russia,23,7
ural federal university urfu,Ural Federal University - UrFU,U07079,Ural Federal University,Russia,16,2
ural state medical university,Ural State Medical University / Уральский государственный медицинский университет,U07080,Ural State Medical University / Уральский государственный медицинский университет,,1,1
urgench state university,Urgench State University,U07081,Urgench State University,Uzbekistan,1,1
urmia university,Urmia University,U07082,Urmia University,Iran,14,5
urmia university medical science,Urmia University of Medical Sciences,U07083,Urmia University of Medical Sciences,Iran,7,3
urmia university technology,Urmia University of Technology,U07084,Urmia University of Technology,Iran,4,2
ursinus college,Ursinus College,U07085,Ursinus College,,1,1
us naval war college,US Naval War College,U05329,US Naval War College,,1,1
usak university,Uşak University,U07098,Uşak University,Turkey,5,2
usamv cluj napoca,USAMV Cluj-Napoca,U05330,USAMV Cluj-Napoca,Romania,4,1
usi university italian speaking switzerland,USI - University of Italian-speaking Switzerland,U06266,University of Italian speaking Switzerland,Switzerland,2,1
usi university svizzera italiana,USI - Università della Svizzera italiana,U06930,Università della Svizzera italiana,Switzerland,7,1
uskudar university,Üsküdar University,U07545,Üsküdar University,Turkey,1,1
uskudar university uskudar universitesi,Uskudar University / Üsküdar Üniversitesi,U07086,Uskudar University / Üsküdar Üniversitesi,,1,1
usmanu danfodiyo university,Usmanu Danfodiyo University,U07087,Usmanu Danfodiyo University,,1,1
usmanu danfodiyo university sokoto,"Usmanu Danfodiyo University, Sokoto",U07088,"Usmanu Danfodiyo University, Sokoto",Nigeria,1,1
utah state university,Utah State University,U07089,Utah State University,United States,42,7
utah valley university,Utah Valley University,U07090,Utah Valley University,United States,2,2
utkal university,Utkal University,U07091,Utkal University,,1,1
utrecht school arts school voor kunsten utrecht,Utrecht School of the Arts / Hogeschool voor de Kunsten Utrecht,U07092,Utrecht School of the Arts / Hogeschool voor de Kunsten Utrecht,,1,1
utrecht university,Utrecht University,U07093,Utrecht University,Netherlands,108,11
utrecht university utrecht,Utrecht University / Universiteit Utrecht,U07093,Utrecht University,Netherlands,1,1
utsunomiya university,Utsunomiya University,U07094,Utsunomiya University,Japan,11,2
uttarakhand graphic era hill university graphic era parvatiya vishwavidyalaya,Uttarakhand Graphic Era Hill University (Graphic Era Parvatiya Vishwavidyalaya),U07095,Uttarakhand Graphic Era Hill University (Graphic Era Parvatiya Vishwavidyalaya),,1,1
uttaranchal university,Uttaranchal University,U07096,Uttaranchal University,India,2,2
uwe bristol university west england,UWE Bristol (University of the West of England),U05331,UWE Bristol (University of the West of England),United Kingdom,19,2
uzhhorod national university,Uzhhorod National University,U07097,Uzhhorod National University,Ukraine,4,2
v engelhardt institute molecular biology russian academy science,V.A. Engelhardt Institute of Molecular Biology of the Russian Academy of Sciences,U07100,V.A. Engelhardt Institute of Molecular Biology of the Russian Academy of Sciences,Russia,2,1
v i vernadsky crimean federal university,V I Vernadsky Crimean Federal University / Крымский федеральный университет имени В.И Вернадского,U07099,V I Vernadsky Crimean Federal University / Крымский федеральный университет имени В.И Вернадского,,1,1
v i vernadsky crimean federal university vernadsky cfu,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),U07102,V.I. Vernadsky Crimean Federal University (Vernadsky CFU),Ukraine,2,1
v n karazin kharkiv national university,V.N. Karazin Kharkiv National University,U07103,V.N. Karazin Kharkiv National University,Ukraine,25,3
v steklov mathematical institute russian academy science,V.A. Steklov Mathematical Institute of the Russian Academy of Sciences,U07101,V.A. Steklov Mathematical Institute of the Russian Academy of Sciences,Russia,2,1
vaal university technology,Vaal University of Technology,U07119,Vaal University of Technology,,1,1
valdosta state university,Valdosta State University,U07120,Valdosta State University,,1,1
vali asr university rafsanjan,Vali-e-Asr University of Rafsanjan,U07121,Vali-e-Asr University of Rafsanjan,Iran,2,1
valiasr university rafsanjan,Valiasr University of Rafsanjan,U07122,Valiasr University of Rafsanjan,,1,1
valparaiso university,Valparaiso University,U07123,Valparaiso University,Chile,1,1
vancouver coastal health,Vancouver Coastal Health (VCH),U07128,Vancouver Coastal Health (VCH),Canada,1,1
vancouver island university,Vancouver Island University,U07129,Vancouver Island University,Canada,4,2
vancouver island university malaspina,Vancouver Island University (Malaspina),U07130,Vancouver Island University (Malaspina),,1,1
